t,x,y,theta0,phi1,theta1,phi2,theta2,phi3,theta3,phi4,theta4,phi5,theta5,phi6,theta6,phi7,theta7,phi8,theta8,phi9,theta9,phi10,theta10, x1,Y1,x2,y2,x3,y3,Trix1,Triy1,Trix2,Triy2,Trix3,Triy3,varphi1,varphi2,varphi3,z21,z22,z31,z32,z41,z42,z51,z52,z61,z62,z71,z72,z81,z82,z91,z92,al21,al22,al31,al32,al33,al41,al42,al43,al44,al51,al52,al53,al54,al55,al61,al62,al63,al66,al71,al72,al73,al76,al77,al81,al82,al83,al88,al91,al92,al93,al99,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,v1,v2,v3,PSx,PSy,d,d0d,Q,nh1,nh2,nh3,nh4,nh5,nh6,nh7,nh8,nh9,nh10,thetap1d,thetap2d,dthetap2d,thetap3d,dthetap3d,thetap4d,thetap5d,dthetap5d,thetap6d,dthetap6d,thetap7d,thetap8d,dthetap8d,thetap9d,dthetap9d,thetap10d,delta1d,delta2d,delta3d,thetap0,thetap1,thetap2,thetap3,thetap4,thetap5,thetap6,thetap7,thetap8,thetap9,thetap10,thetaT
112.0000000000,5.9289728057,6.9701000241,0.0584550944,-0.0499613568,0.0584672525,0.8324395047,-0.8676583563,-0.6844497036,0.6802238815,-0.0000503086,3.2001115548,-1.8022253142,1.9078873647,-3.3379508393,3.4637669398,0.5098872278,-0.3342318571,-2.7052735388,2.8241854659,-4.2450082915,4.3800650056,-0.3826040181,0.5820660314,7.0294403762,6.9576696010,4.5547936257,8.4125661978,4.8254996731,5.2138456046,7.5242305640,7.0636771826,5.0472075524,8.3063987928,5.2094905740,5.5398731339,-0.0629858626,0.4600000500,-0.4470722234,-0.0000184641,0.0000004704,-0.0000376532,-0.0000048900,0.1127184668,-0.9263560069,0.1555138329,0.6214406317,-0.0027571398,3.1416394638,0.0952843014,1.8492246042,0.1223105884,3.4050500990,-0.0001688996,-0.3927038894,0.0625165675,1.0000000297,-0.0950546105,-1.2499997312,1.2531321595,1.4590829815,8.3683416097,-16.7786207826,8.5023396538,-0.4544609656,-3.3753901166,6.7676947368,-7.1310205455,3.6395943017,0.1284959181,-0.0978684804,0.1962280584,-1.0365330800,-0.4157901272,-47.2985067785,22.6967043213,0.0000000000,26.9933713091,0.1140273861,4.6875131077,-2.3018126514,3.1570791964,0.1384864960,0.8480826490,-0.3552884873,-1.2879123758,0.2000000059,-0.0123692261,0.0053844556,-0.0086607718,-0.0070019479,0.0045874720,-0.0222768925,-0.0196900831,-0.0105453623,-0.0206228782,-0.0181893324,-0.0148466426,0.1994040411,0.2189579271,0.1801341330,5.9268855132,6.9699772434,0.0000004704,0.0000000000,     97302,0.00000000000000000173,0.00000000000000000607,0.00000000000000000705,-0.00000000000000001041,0.00000000000000001041,0.00000000000000005551,0.00000000000000004857,-0.00000000000000000694,-0.00000000000000001041,-0.00000000000000000694,0.00000000000000000000,-0.92581544311222696564,0.01716409369601698542,0.62106756316593081380,0.03483197207888482499,3.14159265358979311600,1.84922537168604250724,0.01904950009470067485,3.41007514436728920160,-0.02575645538512998448,-0.39269908169872413950,2.76552340128475115932,0.01904780791906295068,4.32637302886739938401,-0.02575674538703931135,0.52359877559829881566,0.07687561101395183616,0.05890613395550937242,0.05890613395550937242,-0.00001846413866477686,-0.00000488995244390944,-0.92635600688817920645,0.62144063171533514556,3.14163946383747205715,1.84922460423147971831,3.40505009904356681361,-0.39270388942670336752,2.76552270316057491328,4.32134816979676195103,0.52359399507340698143,0.05859725078974793028,
112.1000000000,5.9489393576,6.9712562148,0.0572105497,-0.0496581479,0.0572204507,0.8309754311,-0.8666348408,-0.6862901878,0.6820991203,0.0007734879,3.1988656628,-1.8043412529,1.9085566188,-3.3403349191,3.4649726378,0.5096110470,-0.3354781894,-2.7073518948,2.8248547317,-4.2473638275,4.3812707084,-0.3830166417,0.5808197076,7.0493083235,6.9588280604,4.5769252385,8.4164812878,4.8426683420,5.2173054838,7.5443126172,7.0628431265,5.0688418945,8.3086539873,5.2276734020,5.5419280247,-0.0616959883,0.4600793626,-0.4469597490,-0.0000181109,0.0000004451,0.0000025618,-0.0000068182,0.1140548379,-0.9240902099,0.1563995590,0.6245590524,-0.0026353109,3.1416382630,0.0960783620,1.8511372253,0.1227072855,3.4074999574,-0.0000232629,-0.3927055399,0.0621809898,1.0000000280,-0.0944552366,-1.2499996109,1.2530943645,1.4646188019,8.3555573581,-16.7524831815,8.4899550885,-0.4592007979,-3.3774284914,6.7715770973,-7.1394386774,3.6451581069,0.1296983804,-0.0965741340,0.1936272856,-1.0372878046,-0.3762377442,-46.8867713621,22.5028416325,0.0000000000,26.7449686698,0.1094570142,4.6879430576,-2.3031293535,3.1578389622,0.1381110906,0.8335281826,-0.3487719442,-1.2871501570,0.2000000056,-0.0122965054,0.0054890525,-0.0088710845,-0.0080756528,0.0061522551,-0.0226090648,-0.0208784391,-0.0096380588,-0.0213616117,-0.0198401016,-0.0138080706,0.1994103788,0.2189067636,0.1802132527,5.9468303587,6.9711348206,0.0000004451,0.0000000000,     97355,0.00000000000000000022,-0.00000000000000000781,-0.00000000000000000867,0.00000000000000000867,-0.00000000000000002082,-0.00000000000000006592,-0.00000000000000007633,-0.00000000000000003123,-0.00000000000000003123,-0.00000000000000004163,0.00000000000000000000,-0.92353711199900967443,0.01731077263245313358,0.62420202807180746873,0.03484851076724666125,3.14159265358979311600,1.85113803888285000099,0.01920781197508857757,3.41252967481124835913,-0.02572488061702778162,-0.39269908169872413950,2.76743607333013352800,0.01920611502788458630,4.32882756827549286527,-0.02572523731053555016,0.52359877559829881566,0.07548779952280626482,0.05779300104181358394,0.05779300104181358394,-0.00001811088554930923,-0.00000681823056939562,-0.92409020987110956913,0.62455905235788433671,3.14163826299778126128,1.85113722531230995294,3.40749995741555622430,-0.39270553989792084115,2.76743533596021817900,4.32379803100164483709,0.52359235356632405356,0.05735162562062470076,
112.2000000000,5.9689073301,6.9723876064,0.0559707601,-0.0493974764,0.0559808520,0.8293886083,-0.8655795923,-0.6883241705,0.6839959012,0.0016052074,3.1976267082,-1.8064455510,1.9092457688,-3.3427741444,3.4661902104,0.5094335847,-0.3367175627,-2.7094328521,2.8255438863,-4.2497873929,4.3824882888,-0.3832893720,0.5795803317,7.0691790243,6.9599788578,4.5990537807,8.4203621468,4.8598530806,5.2207400393,7.5643929548,7.0619957594,5.0904692733,8.3108759050,5.2458691817,5.5439550770,-0.0605757786,0.4600974448,-0.4469265222,-0.0000166667,0.0000004421,0.0000028357,-0.0000054577,0.1152424166,-0.9217963760,0.1570474402,0.6276954958,-0.0027138317,3.1416403906,0.0966536000,1.8530661846,0.1228782590,3.4099581477,-0.0000808105,-0.3927038292,0.0618472703,1.0000000276,-0.0939090477,-1.2499996969,1.2530612079,1.4693947052,8.3417621113,-16.7243817349,8.4764982061,-0.4642634207,-3.3807486946,6.7780548400,-7.1496731889,3.6513586789,0.1308085154,-0.0955384853,0.1915456128,-1.0379509636,-0.3438706710,-46.4827162681,22.3122775356,0.0000000000,26.5021643281,0.1055097853,4.6917031392,-2.3058066034,3.1586540643,0.1378641517,0.8219813062,-0.3435201733,-1.2865684467,0.2000000055,-0.0122571652,0.0048940108,-0.0103946796,-0.0100633160,0.0054509112,-0.0223094565,-0.0209612307,-0.0088190358,-0.0210312994,-0.0198703357,-0.0125182345,0.1994196888,0.2188552012,0.1802885614,5.9668198990,6.9722700504,0.0000004421,0.0000000000,     97408,-0.00000000000000000152,0.00000000000000000000,-0.00000000000000000119,-0.00000000000000001735,-0.00000000000000000347,0.00000000000000000000,-0.00000000000000001388,-0.00000000000000001388,0.00000000000000006939,0.00000000000000006939,0.00000000000000000000,-0.92123076917182844525,0.01742410921120608400,0.62735395445177122298,0.03482320838567923293,3.14159265358979311600,1.85306699001843666608,0.01932286482840845504,3.41499197901262796506,-0.02573273606313495124,-0.39269908169872413950,2.76936503145593260200,0.01932108399128172616,4.33128987071165205691,-0.02573310475955237556,0.52359877559829881566,0.07409127998804869442,0.05667611802310079661,0.05667611802310079661,-0.00001666673389812828,-0.00000545770528108391,-0.92179637601179253981,0.62769549581286387951,3.14164039064812117275,1.85306618463403904862,3.40995814774761729637,-0.39270382919246638043,2.76936430059541294213,4.32625622985642710461,0.52359406250655737836,0.05610999847207082808,
112.3000000000,5.9888766876,6.9734942819,0.0547352711,-0.0491877349,0.0547472004,0.8276712850,-0.8644949782,-0.6905104631,0.6859111917,0.0023526112,3.1963924182,-1.8085228571,1.9099521938,-3.3452016719,3.4674169041,0.5093102222,-0.3379522916,-2.7114772699,2.8262503127,-4.2521859211,4.3837149841,-0.3834700461,0.5783455961,7.0890524431,6.9611211936,4.6211809995,8.4242110505,4.8770513565,5.2241510006,7.5844716907,7.0611332344,5.1120912511,8.3130657255,5.2640761298,5.5459552115,-0.0596015034,0.4601291956,-0.4468669901,-0.0000149786,0.0000004143,-0.0000587299,-0.0000020077,0.1163480460,-0.9194769941,0.1576089494,0.6308466409,-0.0028533644,3.1416433157,0.0971635383,1.8550085683,0.1229775620,3.4124216213,-0.0001985934,-0.3927013415,0.0615154004,1.0000000257,-0.0934433937,-1.2499999085,1.2530347280,1.4743035943,8.3267249935,-16.6938807321,8.4618520885,-0.4696369022,-3.3848815603,6.7861980714,-7.1612885166,3.6580813598,0.1318745476,-0.0945518592,0.1895630753,-1.0385766613,-0.3148180701,-46.0894697345,22.1261095779,0.0000000000,26.2686089719,0.1018192672,4.6963035096,-2.3087458717,3.1596912552,0.1376803824,0.8114787195,-0.3387049410,-1.2861469007,0.2000000051,-0.0122106618,0.0044721955,-0.0115069668,-0.0112980886,0.0046600206,-0.0220847908,-0.0207904703,-0.0084175759,-0.0207027728,-0.0195769201,-0.0118108897,0.1994292082,0.2188180752,0.1803493047,5.9868541842,6.9733829079,0.0000004143,0.0000000000,     97461,0.00000000000000000152,0.00000000000000001214,0.00000000000000001203,-0.00000000000000003816,-0.00000000000000000347,0.00000000000000004163,0.00000000000000002776,0.00000000000000002429,0.00000000000000003123,0.00000000000000002082,0.00000000000000000000,-0.91889927185657649389,0.01752517535415991368,0.63052030717954909989,0.03478378229075348299,3.14159265358979311600,1.85500936632772206458,0.01942494716049964626,3.41745925401361461127,-0.02575143257498958144,-0.39269908169872413950,2.77130740865223668123,0.01942314491417616862,4.33375713904073034399,-0.02575174003170674353,0.52359877559829881566,0.07268621350793728897,0.05555555737230929991,0.05555555737230929991,-0.00001497858648853712,-0.00000200772899249663,-0.91947699406957061896,0.63084664091299036404,3.14164331570155797024,1.85500856833073513030,3.41242162129917270263,-0.39270134148348362357,2.77130668572023486362,4.32871970540789963167,0.52359654354363260875,0.05487235625558493923,
112.4000000000,6.0088473898,6.9745764202,0.0535090507,-0.0489234853,0.0535205416,0.8260396068,-0.8633780867,-0.6925956372,0.6878486509,0.0031985772,3.1951668337,-1.8106552453,1.9106800134,-3.3476694571,3.4686567181,0.5091440860,-0.3391782455,-2.7135927955,2.8269781396,-4.2546455009,4.3849548100,-0.3837298688,0.5771196426,7.1089285924,6.9622541047,4.6433053861,8.4280256083,4.8942654082,5.2275363957,7.6045487591,7.0602568718,5.1337068024,8.3152230167,5.2822952184,5.5479280410,-0.0583839636,0.4601683392,-0.4468095695,-0.0000065938,0.0000003979,-0.0000185531,0.0000042635,0.1176133045,-0.9171296185,0.1583348371,0.6340156490,-0.0028113077,3.1416507559,0.0978598027,1.8569680040,0.1232560918,3.4148938881,-0.0001362151,-0.3926942810,0.0611853717,1.0000000244,-0.0928538090,-1.2500002915,1.2529980957,1.4790969437,8.3133038780,-16.6664853952,8.4487514976,-0.4746741195,-3.3878721865,6.7919965015,-7.1710460886,3.6641219458,0.1329785293,-0.0933698529,0.1871870450,-1.0392741793,-0.2799156772,-45.6924106934,21.9390975672,0.0000000000,26.0290282989,0.0974595031,4.6988352316,-2.3109661192,3.1604757320,0.1373715483,0.7986913188,-0.3329561304,-1.2854278162,0.2000000049,-0.0123041337,0.0011411834,-0.0195988701,-0.0254126916,0.0070133522,-0.0203415959,-0.0249627239,0.0004567970,-0.0201581110,-0.0247562125,0.0006965735,0.1994373807,0.2187622383,0.1804305303,6.0069332642,6.9744733679,0.0000003979,0.0000000000,     97514,0.00000000000000000206,0.00000000000000000347,0.00000000000000000119,0.00000000000000002776,0.00000000000000001041,0.00000000000000001041,0.00000000000000000694,-0.00000000000000004857,-0.00000000000000004510,-0.00000000000000004163,0.00000000000000000000,-0.91653906442749377703,0.01765387035476919525,0.63370429810653039482,0.03477829464363038636,3.14159265358979311600,1.85696882513969074857,0.01956378022413828716,3.41993507669617535782,-0.02573289170813505139,-0.39269908169872413950,2.77326687469419397303,0.01956195039099366262,4.33623296726721285665,-0.02573326290367435390,0.52359877559829881566,0.07127276216667963182,0.05443139180101413260,0.05443139180101413260,-0.00000659382519135887,0.00000426350751606824,-0.91712961849894014676,0.63401564901304430233,3.14165075592089859668,1.85696800402335071567,3.41489388806212579297,-0.39269428098605430044,2.77326613153518408694,4.33119197890175122723,0.52360360958498253225,0.05363868589763934325,
112.5000000000,6.0288194008,6.9756341288,0.0522930415,-0.0485852295,0.0523002730,0.8245681702,-0.8622312926,-0.6943424880,0.6898043667,0.0039079868,3.1939471093,-1.8128354642,1.9114257186,-3.3500059343,3.4699060040,0.5087225957,-0.3403983737,-2.7157141508,2.8277238554,-4.2569368398,4.3862040869,-0.3843403877,0.5758995243,7.1288074973,6.9633787552,4.6654276929,8.4318078032,4.9114936440,5.2308977516,7.6246241946,7.0593662008,5.1553163605,8.3173482437,5.3005258709,5.5498739081,-0.0571627720,0.4602534549,-0.4466880942,-0.0000193659,0.0000003758,0.0000121823,-0.0000101647,0.1189397449,-0.9147795815,0.1591365422,0.6371756772,-0.0026540915,3.1416364058,0.0986539538,1.8589180279,0.1236266942,3.4173483352,0.0000403243,-0.3927090349,0.0608633511,1.0000000232,-0.0922891547,-1.2499994103,1.2529634403,1.4845394051,8.2995299928,-16.6384130429,8.4353877514,-0.4799514961,-3.3907501111,6.7975753193,-7.1808277155,3.6702163387,0.1340696082,-0.0920296244,0.1844968977,-1.0400021910,-0.2435785240,-45.3025747487,21.7551949097,0.0000000000,25.7951192920,0.0928764067,4.7001414648,-2.3126463738,3.1613915985,0.1370159799,0.7847298407,-0.3267249325,-1.2846792639,0.2000000046,-0.0119732528,0.0066482087,-0.0072571044,-0.0047791056,0.0057881350,-0.0237903917,-0.0202019046,-0.0121839249,-0.0223287333,-0.0191180641,-0.0174895704,0.1994451425,0.2187160888,0.1805042019,6.0266770769,6.9755214615,0.0000003758,0.0000000000,     97566,-0.00000000000000000108,-0.00000000000000001388,-0.00000000000000001290,-0.00000000000000001735,0.00000000000000000000,0.00000000000000000347,0.00000000000000001388,0.00000000000000002776,0.00000000000000011102,0.00000000000000010408,0.00000000000000000000,-0.91417660661114430454,0.01779575678388033849,0.63687911403541486166,0.03479354247198342132,3.14159265358979311600,1.85891888562854701306,0.01972278990805342858,3.42239284089790984922,-0.02569031441881488437,-0.39269908169872413950,2.77521693358534893292,0.01972092172367956309,4.33869073345093170246,-0.02569063334455828213,0.52359877559829881566,0.06985108901573618134,0.05330369425470822542,0.05330369425470822542,-0.00001936589098638225,-0.00001016467290716749,-0.91477958149362015305,0.63717567720243306617,3.14163640577748415339,1.85891802789107152272,3.41734833522466541211,-0.39270903487340774740,2.77521616108567048542,4.33364642261464716455,0.52358885767961371727,0.05243213988225760985,
112.6000000000,6.0487926824,6.9766675650,0.0510776844,-0.0483704853,0.0510872601,0.8227745604,-0.8610527679,-0.6966617352,0.6917806232,0.0047522704,3.1927348732,-1.8149634455,1.9121919853,-3.3525356033,3.4711673013,0.5086673559,-0.3416109419,-2.7178398221,2.8284901237,-4.2594701789,4.3874653999,-0.3844411298,0.5746869474,7.1486891350,6.9644950045,4.6875463617,8.4355556294,4.9287381847,5.2342334271,7.6446979249,7.0584627771,5.1769186995,8.3194408478,5.3187692694,5.5517923123,-0.0560894957,0.4602477291,-0.4466876124,-0.0000070126,0.0000003863,0.0000204643,0.0000019932,0.1200804119,-0.9123781441,0.1596602037,0.6403760595,-0.0027590449,3.1416497111,0.0991884148,1.8609084095,0.1237304305,3.4198346118,-0.0000466181,-0.3926960671,0.0605369449,1.0000000234,-0.0917457933,-1.2500001499,1.2529309147,1.4886307301,8.2851110692,-16.6090742364,8.4212300621,-0.4853114178,-3.3949474756,6.8058156698,-7.1923404423,3.6768842961,0.1350787555,-0.0910327258,0.1824920890,-1.0406216072,-0.2146441465,-44.9173908694,21.5734737873,0.0000000000,25.5636731979,0.0889550318,4.7052769737,-2.3159288265,3.1622619412,0.1368035954,0.7743341640,-0.3219885278,-1.2841015766,0.2000000047,-0.0121602702,0.0013910666,-0.0196023600,-0.0253237460,0.0074190931,-0.0207892322,-0.0252653491,0.0003041563,-0.0206953216,-0.0251681657,0.0003934485,0.1994553996,0.2186610451,0.1805816230,6.0468450491,6.9765674754,0.0000003863,0.0000000000,     97619,-0.00000000000000000163,-0.00000000000000000347,-0.00000000000000000423,0.00000000000000000867,0.00000000000000003123,-0.00000000000000002082,-0.00000000000000002082,-0.00000000000000002429,-0.00000000000000002429,-0.00000000000000000694,0.00000000000000000000,-0.91176229133433528418,0.01789784011739603900,0.64009369149148476197,0.03475477852118968175,3.14159265358979311600,1.86090925919479666106,0.01982941074775147056,3.42488186357933832582,-0.02569923041030833244,-0.39269908169872413950,2.77720731559614719686,0.01982749487507836847,4.34117975494889574151,-0.02569958725775560796,0.52359877559829881566,0.06842135805500972057,0.05217253790806954811,0.05217253790806954811,-0.00000701262792770357,0.00000199324731162825,-0.91237814408880302253,0.64037605945670250662,3.14164971110576241031,1.86090840954087788361,3.41983461175902681006,-0.39269606714194754682,2.77720654878963824075,4.33613270906051351261,0.52360182422761014642,0.05120629975547267426,
112.7000000000,6.0687672008,6.9776768148,0.0498713903,-0.0481036770,0.0498802351,0.8210959558,-0.8598454622,-0.6986980848,0.6937731691,0.0054291398,3.1915275590,-1.8171221247,1.9129749984,-3.3549258667,3.4724366742,0.5083821748,-0.3428186392,-2.7199502828,2.8292731412,-4.2618218948,4.3887347665,-0.3848503715,0.5734792508,7.1685735101,6.9656028200,4.7096632951,8.4392719831,4.9459961084,5.2375456712,7.6647700548,7.0575447672,5.1985153743,8.3215019860,5.3370236538,5.5536841711,-0.0550982738,0.4602849119,-0.4466226595,-0.0000171035,0.0000003802,-0.0000150077,-0.0000067093,0.1212251407,-0.9099748813,0.1601965364,0.6435657961,-0.0028141316,3.1416405562,0.0997572322,1.8628885403,0.1238629099,3.4223019719,-0.0000838954,-0.3927055973,0.0602184620,1.0000000232,-0.0912701023,-1.2499996247,1.2529037375,1.4933673842,8.2697661658,-16.5779539376,8.4062500833,-0.4910547428,-3.3994906467,6.8147737570,-7.2046211008,3.6838831743,0.1360579626,-0.0899473617,0.1803134607,-1.0412443232,-0.1863081991,-44.5418664158,21.3956928613,0.0000000000,25.3405795720,0.0850274677,4.7099016462,-2.3189181731,3.1633589155,0.1365856954,0.7635923414,-0.3171089533,-1.2835996158,0.2000000046,-0.0118917394,0.0056222455,-0.0099282128,-0.0081917540,0.0045702434,-0.0232876369,-0.0203209435,-0.0107695747,-0.0217729182,-0.0191454291,-0.0152636919,0.1994656808,0.2186221173,0.1806445806,6.0666761731,6.9775719134,0.0000003802,0.0000000000,     97671,-0.00000000000000000043,0.00000000000000000867,0.00000000000000000867,-0.00000000000000000173,0.00000000000000001041,-0.00000000000000003816,-0.00000000000000001388,-0.00000000000000004857,-0.00000000000000004857,-0.00000000000000004163,0.00000000000000000000,-0.90934665844555162550,0.01800301873207067055,0.64329740396379930800,0.03472383371173167615,3.14159265358979311600,1.86288938981353258129,0.01994343117405798088,3.42735170618374418439,-0.02569701157623528395,-0.39269908169872413950,2.77918744592319599818,0.01994146792063310886,4.34364959169773356962,-0.02569729172216535240,0.52359877559829881566,0.06698373421392775362,0.05103799616021193614,0.05103799616021193614,-0.00001710347518345950,-0.00000670925608781819,-0.90997488128188463996,0.64356579605909525199,3.14164055622595483896,1.86288854029541739443,3.42230197185807893945,-0.39270559728397985699,2.77918668026114135117,4.33860006924142460605,0.52359228823000991682,0.05000741113482074646,
112.8000000000,6.0887429185,6.9786620420,0.0486696410,-0.0478767272,0.0486801688,0.8192839216,-0.8586066171,-0.7010044098,0.6957856365,0.0062481618,3.1903283864,-1.8192806499,1.9137788123,-3.3574514431,3.4737180552,0.5082892272,-0.3440181103,-2.7221028941,2.8300769591,-4.2643485616,4.3900161624,-0.3850032918,0.5722797748,7.1884606145,6.9667011245,4.7317770281,8.4429545104,4.9632695639,5.2408325126,7.6848405303,7.0566133965,5.2201054338,8.3235312723,5.3552899170,5.5555491273,-0.0538400146,0.4603481139,-0.4465361864,0.0000025524,0.0000003919,0.0000474878,0.0000105151,0.1225507284,-0.9075212607,0.1609401899,0.6467941663,-0.0026433805,3.1416587856,0.1005559982,1.8649081667,0.1242188277,3.4248000550,0.0001034878,-0.3926876923,0.0598956447,1.0000000235,-0.0906652768,-1.2500006587,1.2528664238,1.4981937662,8.2560840537,-16.5500310950,8.3928914792,-0.4964124163,-3.4026649222,6.8209373814,-7.2147437821,3.6900904786,0.1370882738,-0.0886096698,0.1776244058,-1.0419563173,-0.1510792765,-44.1631485880,21.2173200618,0.0000000000,25.1120839096,0.0803114362,4.7118350698,-2.3209341458,3.1642156691,0.1362371880,0.7500284283,-0.3110786805,-1.2827683322,0.2000000047,-0.0122261457,-0.0026794037,-0.0299267931,-0.0436360901,0.0117307197,-0.0188547514,-0.0311809570,0.0123459313,-0.0204797499,-0.0324421430,0.0172279830,0.1994738359,0.2185663030,0.1807267640,6.0869332338,6.9785733831,0.0000003919,0.0000000000,     97724,0.00000000000000000168,0.00000000000000000867,0.00000000000000000781,0.00000000000000000694,-0.00000000000000001388,-0.00000000000000001388,-0.00000000000000003469,0.00000000000000002082,0.00000000000000002429,0.00000000000000002776,0.00000000000000000000,-0.90688005647991110081,0.01814122477495599267,0.64653958372563780088,0.03473551619457836831,3.14159265358979311600,1.86490905540781448657,0.02010298944728629300,3.42985208266273655653,-0.02564866022605692339,-0.39269908169872413950,2.78120711471252324287,0.02010099654886265269,4.34614997499998523267,-0.02564896369359266626,0.52359877559829881566,0.06553838333241628067,0.04990014262992379518,0.04990014262992379518,0.00000255237163090255,0.00001051508928394396,-0.90752126068849892082,0.64679416628698283009,3.14165878564416312102,1.86490816668128589484,3.42480005504585438558,-0.39268769229495581463,2.78120631640074833513,4.34109815376611063442,0.52361020004229263947,0.04878935011394237159,
112.9000000000,6.1087198028,6.9796233259,0.0474771659,-0.0475904871,0.0474857534,0.8175971262,-0.8573392920,-0.7030309434,0.6978135747,0.0069399725,3.1891342947,-1.8214766070,1.9145993927,-3.3598570860,3.4750072873,0.5079820448,-0.3452125336,-2.7242546823,2.8308975483,-4.2667224478,4.3913053912,-0.3854483707,0.5710853579,7.2083504596,6.9677901703,4.7538892742,8.4466059083,4.9805559385,5.2440961043,7.7049094346,7.0556671230,5.2416901931,8.3255297014,5.3735665616,5.5573879739,-0.0526720407,0.4604296790,-0.4464202308,0.0000001947,0.0000003795,0.0000754303,0.0000066952,0.1238371492,-0.9050658578,0.1616484602,0.6500113408,-0.0024823585,3.1416549904,0.1013408310,1.8669178305,0.1245550428,3.4272792660,0.0002820118,-0.3926918306,0.0595806666,1.0000000226,-0.0901164766,-1.2500004267,1.2528335002,1.5031631862,8.2415743722,-16.5205115129,8.3787448043,-0.5019888585,-3.4063535810,6.8281514233,-7.2257684866,3.6966427392,0.1380845932,-0.0872743855,0.1749436013,-1.0426482182,-0.1176169759,-43.7928317585,21.0424273457,0.0000000000,24.8905249148,0.0756998089,4.7140444766,-2.3230061359,3.1652370734,0.1359207820,0.7369140997,-0.3052403772,-1.2820297060,0.2000000045,-0.0121097612,-0.0015725119,-0.0278846612,-0.0409898639,0.0133711431,-0.0198053792,-0.0315668373,0.0112075791,-0.0216194424,-0.0330923537,0.0153125428,0.1994816639,0.2185212515,0.1807984349,6.1068518618,6.9795340691,0.0000003795,0.0000000000,     97776,-0.00000000000000000024,-0.00000000000000000173,-0.00000000000000000412,0.00000000000000000000,0.00000000000000001735,0.00000000000000001388,0.00000000000000000694,0.00000000000000000347,0.00000000000000000347,0.00000000000000000694,0.00000000000000000000,-0.90441198292207314324,0.01827491347483127526,0.64977030825960824245,0.03474320426217688412,3.14159265358979311600,1.86691876257667832562,0.02025982081971249710,3.43233329558107724822,-0.02560088190248002021,-0.39269908169872413950,2.78321681960821321056,0.02025785296021830745,4.34863119257825836428,-0.02560115786020763368,0.52359877559829881566,0.06408547214176976703,0.04875905115089034653,0.04875905115089034653,0.00000019467768867798,0.00000669515844148316,-0.90506585780370407690,0.65001134079310662894,3.14165499035535145111,1.86691783046227022247,3.42727926599314525191,-0.39269183060168533217,2.78321598761890198759,4.34357735986740944867,0.52360606639549611696,0.04759806879168003435,
113.0000000000,6.1286978165,6.9805608440,0.0462869689,-0.0473898500,0.0462984132,0.8156844916,-0.8560412672,-0.7054465517,0.6998594201,0.0077085061,3.1879472682,-1.8236401309,1.9154395700,-3.3623953591,3.4763070698,0.5079129270,-0.3463998388,-2.7264122004,2.8317377247,-4.2692595046,4.3926051885,-0.3855610015,0.5698980424,7.2282429935,6.9688708999,4.7759975573,8.4502235553,4.9978583477,5.2473343025,7.7249766482,7.0547086113,5.2632675096,8.3274961495,5.3918557373,5.5591997297,-0.0519524942,0.4603242124,-0.4465408598,-0.0000037739,0.0000004027,0.0000010423,0.0000064095,0.1246930695,-0.9025826410,0.1617103270,0.6532439751,-0.0029438426,3.1416556048,0.1014924913,1.8689446110,0.1242509871,3.4297665631,-0.0001656130,-0.3926914663,0.0592674123,1.0000000239,-0.0896986032,-1.2500004098,1.2528112389,1.5058643647,8.2248477968,-16.4866895775,8.3621636314,-0.5082007269,-3.4133570183,6.8420684081,-7.2414317521,3.7048284310,0.1388876363,-0.0867080022,0.1738052120,-1.0430885722,-0.1018321679,-43.4318547970,20.8713194614,0.0000000000,24.6762861506,0.0728347205,4.7248501789,-2.3285506317,3.1663510297,0.1358981317,0.7318677883,-0.3027436533,-1.2818251916,0.2000000048,-0.0119793543,-0.0002076014,-0.0240445315,-0.0313033555,0.0063063425,-0.0202036738,-0.0261542113,0.0030431195,-0.0202510255,-0.0260383757,0.0045181534,0.1994974184,0.2184719185,0.1808643233,6.1268138964,6.9804730518,0.0000004027,0.0000000000,     97828,0.00000000000000000035,0.00000000000000000867,0.00000000000000000737,0.00000000000000001735,0.00000000000000000000,0.00000000000000005204,0.00000000000000002776,0.00000000000000002429,0.00000000000000010408,0.00000000000000009714,0.00000000000000000000,-0.90191559926135855818,0.01831576907840148927,0.65301549729225660812,0.03462565993186136892,3.14159265358979311600,1.86894547385433362763,0.02028993348366964905,3.43482167190728571171,-0.02567713623199233478,-0.39269908169872413950,2.78524354847521182776,0.02028784894043063336,4.35111955729121380188,-0.02567747253189862564,0.52359877559829881566,0.06262516824541697336,0.04761479576690166166,0.04761479576690166166,-0.00000377391766794716,0.00000640952702925940,-0.90258264099471163799,0.65324397514566723277,3.14165560475406024921,1.86894461097253095083,3.42976656305585780871,-0.39269146630500584294,2.78524276814189475360,4.34606468013931568350,0.52360641907892224722,0.04641053638614783122,
